title,recommended_genres
Mad About Mambo (2000),['Comedy']
Psycho Beach Party (2000),['Comedy']
Saving Grace (2000),[]
"Black Sabbath (Tre Volti Della Paura, I) (1963)",['Horror']
"Brain That Wouldn't Die, The (1962)",[]
Bronco Billy (1980),['Drama']
"Crush, The (1993)",['Drama']
Kelly's Heroes (1970),['Comedy']
Phantasm II (1988),['Horror']
Phantasm III: Lord of the Dead (1994),['Horror']
Phantasm IV: Oblivion (1998),['Horror']
Pumpkinhead (1988),[]
Air America (1990),[]
Make Them Die Slowly (Cannibal Ferox) (1980),[]
Sleepaway Camp (1983),[]
Steel Magnolias (1989),[]
And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),['Drama']
Easy Money (1983),['Comedy']
"Ilsa, She Wolf of the SS (1974)",[]
Silent Fall (1994),['Drama']
"Spiral Staircase, The (1946)",['Drama']
Whatever Happened to Aunt Alice? (1969),[]
I'm the One That I Want (2000),['Comedy']
"Tao of Steve, The (2000)",[]
"Tic Code, The (1998)",['Drama']
Aimée & Jaguar (1999),[]
"Affair of Love, An (Une Liaison Pornographique) (1999)","['Drama', 'Romance']"
Autumn Heart (1999),['Drama']
Bless the Child (2000),[]
Cecil B. Demented (2000),[]
"Eyes of Tammy Faye, The (2000)",[]
"Opportunists, The (1999)",[]
"Replacements, The (2000)",[]
About Adam (2000),['Comedy']
"Cell, The (2000)",[]
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),"['Action', 'Sci-Fi']"
"Original Kings of Comedy, The (2000)",['Drama']
Sunset Strip (2000),[]
All the Rage (a.k.a. It's the Rage) (1999),['Drama']
"Naked Gun: From the Files of Police Squad!, The (1988)",['Comedy']
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",[]
Our Town (1940),['Drama']
Shane (1953),[]
"Suddenly, Last Summer (1959)",['Drama']
Cat Ballou (1965),['Comedy']
"Couch in New York, A (1996)",['Comedy']
"Devil Rides Out, The (1968)",[]
Jerry & Tom (1998),['Drama']
Supergirl (1984),[]
X: The Unknown (1956),[]
"Art of War, The (2000)",['Drama']
"Ballad of Ramblin' Jack, The (2000)",['Drama']
Bittersweet Motel (2000),[]
Bring It On (2000),['Drama']
Catfish in Black Bean Sauce (2000),['Comedy']
"Crew, The (2000)",[]
Love & Sex (2000),"['Comedy', 'Drama']"
Steal This Movie! (2000),[]
Went to Coney Island on a Mission From God... Be Back by Five (1998),"['Comedy', 'Drama']"
Skipped Parts (2000),['Drama']
Highlander: Endgame (2000),['Action']
Back Stage (2000),[]
Turn It Up (2000),['Comedy']
Anatomy (Anatomie) (2000),[]
Nurse Betty (2000),[]
Solas (1999),[]
"Watcher, The (2000)",[]
"Way of the Gun, The (2000)",[]
Almost Famous (2000),[]
Bait (2000),[]
Circus (2000),['Comedy']
Crime and Punishment in Suburbia (2000),['Comedy']
Duets (2000),[]
Goya in Bordeaux (Goya en Bodeos) (1999),['Drama']
Urbania (2000),[]
"Uninvited Guest, An (2000)",[]
"Specials, The (2000)",[]
Under Suspicion (2000),[]
"Prince of Central Park, The (1999)",['Drama']
Urban Legends: Final Cut (2000),[]
Woman on Top (2000),"['Comedy', 'Drama']"
Dancer in the Dark (2000),[]
Best in Show (2000),['Comedy']
Beautiful (2000),"['Comedy', 'Drama']"
Barenaked in America (1999),[]
"Broken Hearts Club, The (2000)",['Drama']
Girlfight (2000),[]
Remember the Titans (2000),['Drama']
Hellraiser (1987),['Horror']
Hellbound: Hellraiser II (1988),['Horror']
Hellraiser III: Hell on Earth (1992),['Horror']
"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",['Drama']
Beach Party (1963),['Comedy']
Bikini Beach (1964),['Comedy']
Return of the Fly (1959),"['Horror', 'Sci-Fi']"
Pajama Party (1964),['Comedy']
Stranger Than Paradise (1984),[]
Voyage to the Bottom of the Sea (1961),[]
Fantastic Voyage (1966),[]
Abbott and Costello Meet Frankenstein (1948),['Horror']
"Bank Dick, The (1940)",['Comedy']
"Creature From the Black Lagoon, The (1954)",[]
"Giant Gila Monster, The (1959)",['Horror']
"Invisible Man, The (1933)",[]
"Killer Shrews, The (1959)",['Horror']
Kronos (1957),[]
Kronos (1973),[]
"Phantom of the Opera, The (1943)",[]
Runaway (1984),[]
"Slumber Party Massacre, The (1982)",['Horror']
"Slumber Party Massacre II, The (1987)",['Horror']
"Slumber Party Massacre III, The (1990)",['Horror']
Sorority House Massacre (1986),['Horror']
Sorority House Massacre II (1990),['Horror']
Bamboozled (2000),[]
Bootmen (2000),[]
Digimon: The Movie (2000),"[""Children's""]"
Get Carter (2000),['Drama']
Get Carter (1971),['Drama']
Meet the Parents (2000),['Comedy']
Requiem for a Dream (2000),['Drama']
Tigerland (2000),[]
Two Family House (2000),['Comedy']
"Contender, The (2000)",[]
