title,recommended_genres,true_genres
Fools Rush In (1997),"['Comedy', 'Crime']","['Comedy', 'Romance']"
Touch (1997),['Romance'],['Romance']
Absolute Power (1997),"['Action', 'Thriller']","['Mystery', 'Thriller']"
That Darn Cat! (1997),"['Comedy', 'Romance']","[""Children's"", 'Comedy', 'Mystery']"
Vegas Vacation (1997),['Comedy'],['Comedy']
Unforgotten: Twenty-Five Years After Willowbrook (1996),['Documentary'],['Documentary']
That Old Feeling (1997),['Comedy'],"['Comedy', 'Romance']"
Lost Highway (1997),['Adventure'],['Mystery']
Rosewood (1997),[],['Drama']
Donnie Brasco (1997),[],"['Crime', 'Drama']"
Salut cousin! (1996),['Comedy'],"['Comedy', 'Drama']"
Booty Call (1997),['Drama'],"['Comedy', 'Romance']"
Rhyme & Reason (1997),[],['Documentary']
Boys Life 2 (1997),['Drama'],['Drama']
City of Industry (1997),[],"['Crime', 'Thriller']"
Best Men (1997),"['Action', 'Comedy', 'Crime', 'Drama']","['Action', 'Comedy', 'Crime', 'Drama']"
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
Kama Sutra: A Tale of Love (1996),['Romance'],['Romance']
Private Parts (1997),"['Comedy', 'Drama']","['Comedy', 'Drama']"
Love Jones (1997),['Romance'],['Romance']
"Saint, The (1997)",[],"['Action', 'Romance', 'Thriller']"
Smilla's Sense of Snow (1997),"['Drama', 'Thriller']","['Action', 'Drama', 'Thriller']"
"Van, The (1996)",[],"['Comedy', 'Drama']"
Crash (1996),[],"['Drama', 'Thriller']"
"Daytrippers, The (1996)",[],['Mystery']
Liar Liar (1997),[],['Comedy']
"Quiet Room, The (1996)","['Drama', 'Romance']",['Drama']
Selena (1997),[],"['Drama', 'Musical']"
"Devil's Own, The (1997)","['Action', 'Drama', 'Thriller', 'War']","['Action', 'Drama', 'Thriller', 'War']"
Cats Don't Dance (1997),"['Drama', 'Romance']","['Animation', ""Children's"", 'Musical']"
B*A*P*S (1997),[],['Comedy']
Love and Other Catastrophes (1996),"['Drama', 'Romance']",['Romance']
"Sixth Man, The (1997)",['Thriller'],['Comedy']
Turbo: A Power Rangers Movie (1997),"['Action', ""Children's""]","['Action', 'Adventure', ""Children's""]"
Anna Karenina (1997),"['Drama', 'Romance']","['Drama', 'Romance']"
Double Team (1997),"['Action', 'Thriller']",['Action']
Inventing the Abbotts (1997),[],"['Drama', 'Romance']"
Anaconda (1997),[],"['Action', 'Adventure', 'Thriller']"
Grosse Pointe Blank (1997),[],"['Comedy', 'Crime']"
Keys to Tulsa (1997),['Drama'],['Crime']
Kissed (1996),[],['Romance']
8 Heads in a Duffel Bag (1997),['Comedy'],['Comedy']
Hollow Reed (1996),['Horror'],['Drama']
Paradise Road (1997),['Drama'],"['Drama', 'War']"
Traveller (1997),[],['Drama']
All Over Me (1997),['Drama'],['Drama']
"Brother's Kiss, A (1997)",['Drama'],['Drama']
A Chef in Love (1996),"['Comedy', 'Romance']",['Comedy']
Romy and Michele's High School Reunion (1997),['Comedy'],['Comedy']
Temptress Moon (Feng Yue) (1996),['Drama'],['Romance']
Volcano (1997),[],"['Drama', 'Thriller']"
Children of the Revolution (1996),[],['Comedy']
Austin Powers: International Man of Mystery (1997),['Comedy'],['Comedy']
Breakdown (1997),[],"['Action', 'Thriller']"
Broken English (1996),['Drama'],['Drama']
Commandments (1997),[],['Romance']
Ripe (1996),[],['Drama']
"Truth or Consequences, N.M. (1997)",[],"['Action', 'Crime', 'Romance']"
"Turning, The (1992)",[],['Drama']
Warriors of Virtue (1997),"['Action', 'Adventure', ""Children's"", 'Fantasy']","['Action', 'Adventure', ""Children's"", 'Fantasy']"
Fathers' Day (1997),['Comedy'],['Comedy']
"Fifth Element, The (1997)",[],"['Action', 'Sci-Fi']"
Intimate Relations (1996),[],['Comedy']
Nowhere (1997),[],['Drama']
Losing Chase (1996),['Drama'],['Drama']
Sprung (1997),[],['Comedy']
"Promise, The (La Promesse) (1996)",['Drama'],['Drama']
"Bonheur, Le (1965)",['Drama'],['Drama']
Love! Valour! Compassion! (1997),['Romance'],"['Drama', 'Romance']"
Shall We Dance? (Shall We Dansu?) (1996),['Comedy'],['Comedy']
"Second Jungle Book: Mowgli & Baloo, The (1997)","['Adventure', ""Children's""]","['Adventure', ""Children's""]"
Twin Town (1997),"['Comedy', 'Crime']","['Comedy', 'Crime']"
Addicted to Love (1997),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Brassed Off (1996),"['Action', 'Comedy']","['Comedy', 'Drama', 'Romance']"
"Designated Mourner, The (1997)",[],['Drama']
"Lost World: Jurassic Park, The (1997)","['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Ponette (1996),[],['Drama']
Schizopolis (1996),[],['Comedy']
Shiloh (1997),[],"[""Children's"", 'Drama']"
"War at Home, The (1996)",[],['Drama']
Rough Magic (1995),"['Drama', 'Romance']","['Drama', 'Romance']"
Trial and Error (1997),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Buddy (1997),"['Adventure', ""Children's"", 'Drama']","['Adventure', ""Children's"", 'Drama']"
Con Air (1997),"['Action', 'Comedy', 'Thriller']","['Action', 'Adventure', 'Thriller']"
Late Bloomers (1996),[],['Comedy']
"Pillow Book, The (1995)","['Drama', 'Romance']","['Drama', 'Romance']"
"To Have, or Not (1995)",['Drama'],['Drama']
Speed 2: Cruise Control (1997),"['Action', 'Romance', 'Thriller']","['Action', 'Romance', 'Thriller']"
Squeeze (1996),[],['Drama']
Sudden Manhattan (1996),"['Comedy', 'Drama']",['Comedy']
"Next Step, The (1995)","['Comedy', 'Drama']",['Drama']
Wedding Bell Blues (1996),['Comedy'],['Comedy']
Batman & Robin (1997),"['Action', 'Adventure', 'Crime']","['Action', 'Adventure', 'Crime']"
Dream With the Fishes (1997),['Drama'],['Drama']
Roseanna's Grave (For Roseanna) (1997),[],"['Comedy', 'Romance']"
Head Above Water (1996),"['Comedy', 'Thriller']","['Comedy', 'Thriller']"
Hercules (1997),[],"['Adventure', 'Animation', ""Children's"", 'Comedy', 'Musical']"
"Last Time I Committed Suicide, The (1997)",[],['Drama']
MURDER and murder (1996),"['Mystery', 'Thriller']","['Crime', 'Drama', 'Mystery']"
My Best Friend's Wedding (1997),['Comedy'],"['Comedy', 'Romance']"
Tetsuo II: Body Hammer (1992),['Horror'],['Sci-Fi']
When the Cats Away (Chacun cherche son chat) (1996),['Drama'],"['Comedy', 'Romance']"
Contempt (Le Mépris) (1963),['Drama'],['Drama']
Face/Off (1997),['Comedy'],"['Action', 'Sci-Fi', 'Thriller']"
Fall (1997),"['Drama', 'Romance']",['Romance']
Gabbeh (1996),[],['Drama']
Mondo (1996),[],['Drama']
"Innocent Sleep, The (1995)","['Crime', 'Thriller']",['Crime']
For Ever Mozart (1996),['Drama'],['Drama']
Men in Black (1997),['Action'],"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Out to Sea (1997),[],['Comedy']
Wild America (1997),[],"['Adventure', ""Children's""]"
"Simple Wish, A (1997)","[""Children's"", 'Drama']","[""Children's"", 'Fantasy']"
Contact (1997),[],"['Drama', 'Sci-Fi']"
Love Serenade (1996),['Comedy'],['Comedy']
G.I. Jane (1997),"['Action', 'Drama', 'War']","['Action', 'Drama', 'War']"
Conan the Barbarian (1982),['Drama'],"['Action', 'Adventure']"
George of the Jungle (1997),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
Cop Land (1997),['Action'],"['Crime', 'Drama', 'Mystery']"
Event Horizon (1997),[],"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
Spawn (1997),[],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Air Bud (1997),"['Action', 'Comedy', 'Thriller']","[""Children's"", 'Comedy']"
Picture Perfect (1997),"['Comedy', 'Romance']","['Comedy', 'Romance']"
In the Company of Men (1997),[],['Drama']
Free Willy 3: The Rescue (1997),"['Adventure', ""Children's"", 'Drama']","['Adventure', ""Children's"", 'Drama']"
Career Girls (1997),['Drama'],['Drama']
Conspiracy Theory (1997),"['Comedy', 'Crime', 'Drama', 'Romance']","['Action', 'Mystery', 'Romance', 'Thriller']"
Desperate Measures (1998),"['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']"
Steel (1997),[],['Action']
She's So Lovely (1997),['Romance'],"['Drama', 'Romance']"
Hoodlum (1997),[],"['Crime', 'Drama', 'Film-Noir']"
Leave It to Beaver (1997),['Comedy'],['Comedy']
Mimic (1997),[],"['Sci-Fi', 'Thriller']"
Money Talks (1997),"['Action', 'Comedy']","['Action', 'Comedy']"
Excess Baggage (1997),[],"['Adventure', 'Romance']"
Kull the Conqueror (1997),[],"['Action', 'Adventure']"
Air Force One (1997),"['Action', 'Thriller']","['Action', 'Thriller']"
187 (1997),[],['Drama']
"Hunt for Red October, The (1990)","['Action', 'Thriller']","['Action', 'Thriller']"
My Own Private Idaho (1991),['Drama'],['Drama']
"Kiss Me, Guido (1997)",['Crime'],['Comedy']
Star Maps (1997),['Drama'],['Drama']
In & Out (1997),['Comedy'],['Comedy']
"Edge, The (1997)",['Drama'],"['Adventure', 'Thriller']"
"Peacemaker, The (1997)",[],"['Action', 'Thriller', 'War']"
L.A. Confidential (1997),[],"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
Seven Years in Tibet (1997),['Documentary'],"['Drama', 'War']"
Kiss the Girls (1997),['Thriller'],"['Crime', 'Drama', 'Thriller']"
Soul Food (1997),['Comedy'],['Drama']
Kicked in the Head (1997),['Comedy'],"['Comedy', 'Drama']"
Wishmaster (1997),[],['Horror']
"Thousand Acres, A (1997)",[],['Drama']
"Game, The (1997)",['Thriller'],"['Mystery', 'Thriller']"
Fire Down Below (1997),['Drama'],"['Action', 'Drama', 'Thriller']"
U Turn (1997),[],"['Action', 'Crime', 'Mystery']"
"Locusts, The (1997)",[],['Drama']
"MatchMaker, The (1997)",[],"['Comedy', 'Romance']"
"Lay of the Land, The (1997)",['Drama'],"['Comedy', 'Drama']"
"Assignment, The (1997)",['Thriller'],['Thriller']
"Smile Like Yours, A (1997)","['Comedy', 'Romance']","['Comedy', 'Romance']"
Ulee's Gold (1997),[],['Drama']
"Ice Storm, The (1997)",['Drama'],['Drama']
Stag (1997),[],"['Action', 'Thriller']"
Chasing Amy (1997),[],"['Drama', 'Romance']"
How to Be a Player (1997),['Comedy'],['Comedy']
"Full Monty, The (1997)",['Comedy'],['Comedy']
Indian Summer (a.k.a. Alive & Kicking) (1996),"['Comedy', 'Drama']","['Comedy', 'Drama']"
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","['Drama', 'Romance']","['Drama', 'Romance']"
I Know What You Did Last Summer (1997),"['Horror', 'Mystery', 'Thriller']","['Horror', 'Mystery', 'Thriller']"
"Devil's Advocate, The (1997)",['Thriller'],"['Crime', 'Horror', 'Mystery', 'Thriller']"
Rocket Man (1997),[],['Comedy']
Playing God (1997),['Comedy'],"['Crime', 'Thriller']"
"House of Yes, The (1997)",['Comedy'],"['Comedy', 'Drama', 'Thriller']"
"Fast, Cheap & Out of Control (1997)",['Documentary'],['Documentary']
Washington Square (1997),['Drama'],['Drama']
Telling Lies in America (1997),['Drama'],['Drama']
Year of the Horse (1997),['Documentary'],['Documentary']
Gattaca (1997),[],"['Drama', 'Sci-Fi', 'Thriller']"
FairyTale: A True Story (1997),"[""Children's""]","[""Children's"", 'Drama', 'Fantasy']"
Phantoms (1998),[],['Horror']
Swept from the Sea (1997),[],['Romance']
Wonderland (1997),['Drama'],['Documentary']
"Life Less Ordinary, A (1997)",[],"['Romance', 'Thriller']"
Hurricane Streets (1998),['Drama'],['Drama']
Eve's Bayou (1997),['Drama'],['Drama']
Switchback (1997),[],['Thriller']
Gang Related (1997),['Crime'],['Crime']
Stripes (1981),['Drama'],['Comedy']
Nénette et Boni (1996),['Drama'],['Drama']
Bean (1997),['Comedy'],['Comedy']
Hugo Pool (1997),[],['Romance']
Mad City (1997),"['Action', 'Drama']","['Action', 'Drama']"
One Night Stand (1997),['Drama'],['Drama']
"Tango Lesson, The (1997)",[],['Romance']
Welcome To Sarajevo (1997),"['Drama', 'War']","['Drama', 'War']"
Deceiver (1997),[],['Crime']
"Rainmaker, The (1997)",[],['Drama']
Boogie Nights (1997),['Drama'],['Drama']
Witness (1985),[],"['Drama', 'Romance', 'Thriller']"
Incognito (1997),[],"['Crime', 'Thriller']"
Starship Troopers (1997),[],"['Action', 'Adventure', 'Sci-Fi', 'War']"
Critical Care (1997),[],['Comedy']
"Joy Luck Club, The (1993)",['Drama'],['Drama']
Chairman of the Board (1998),['Drama'],['Comedy']
Sliding Doors (1998),"['Drama', 'Romance']","['Drama', 'Romance']"
Mortal Kombat: Annihilation (1997),"['Action', 'Adventure', 'Thriller']","['Action', 'Adventure']"
"Truman Show, The (1998)",['Drama'],['Drama']
"Wings of the Dove, The (1997)","['Drama', 'Romance']","['Drama', 'Romance', 'Thriller']"
Mrs. Dalloway (1997),"['Comedy', 'Romance']",['Romance']
"I Love You, I Love You Not (1996)","['Comedy', 'Romance']",['Romance']
Red Corner (1997),"['Action', 'Thriller']","['Crime', 'Thriller']"
"Jackal, The (1997)",[],"['Action', 'Thriller']"
Anastasia (1997),[],"['Animation', ""Children's"", 'Musical']"
"Man Who Knew Too Little, The (1997)",['Thriller'],"['Comedy', 'Mystery']"
Alien: Resurrection (1997),"['Action', 'Horror', 'Sci-Fi']","['Action', 'Horror', 'Sci-Fi']"
Alien Escape (1995),"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']"
Amistad (1997),[],['Drama']
"Apostle, The (1997)",[],['Drama']
Artemisia (1997),[],['Drama']
Bent (1997),[],"['Drama', 'War']"
"Big Bang Theory, The (1994)","['Comedy', 'Crime']",['Crime']
"Boys, Les (1997)",['Drama'],['Comedy']
"Butcher Boy, The (1998)",['Drama'],['Drama']
Deconstructing Harry (1997),['Comedy'],"['Comedy', 'Drama']"
Flubber (1997),[],"[""Children's"", 'Comedy', 'Fantasy']"
For Richer or Poorer (1997),[],['Comedy']
Good Will Hunting (1997),['Comedy'],['Drama']
Guy (1996),['Comedy'],['Drama']
Harlem River Drive (1996),['Drama'],['Drama']
Home Alone 3 (1997),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
Ill Gotten Gains (1997),[],['Drama']
Legal Deceit (1997),[],['Thriller']
Man of Her Dreams (1996),['Drama'],['Drama']
Midnight in the Garden of Good and Evil (1997),"['Comedy', 'Crime', 'Drama']","['Comedy', 'Crime', 'Drama', 'Mystery']"
Mouse Hunt (1997),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
Never Met Picasso (1996),[],['Romance']
Office Killer (1997),['Thriller'],['Thriller']
"Other Voices, Other Rooms (1997)","['Drama', 'Romance']",['Drama']
Scream 2 (1997),"['Horror', 'Thriller']","['Horror', 'Thriller']"
Stranger in the House (1997),[],['Thriller']
"Sweet Hereafter, The (1997)",['Drama'],['Drama']
Time Tracers (1995),[],"['Action', 'Adventure', 'Sci-Fi']"
Titanic (1997),"['Drama', 'Romance']","['Drama', 'Romance']"
Tomorrow Never Dies (1997),['Romance'],"['Action', 'Romance', 'Thriller']"
Twisted (1996),[],"['Comedy', 'Drama']"
Full Speed (1996),['Action'],['Drama']
"Education of Little Tree, The (1997)",['Drama'],['Drama']
"Postman, The (1997)",['Drama'],['Drama']
"Horse Whisperer, The (1998)",[],['Drama']
"Winter Guest, The (1997)",[],['Drama']
Jackie Brown (1997),"['Crime', 'Drama']","['Crime', 'Drama']"
Kundun (1997),[],['Drama']
Mr. Magoo (1997),['Comedy'],['Comedy']
"Big Lebowski, The (1998)",['Comedy'],"['Comedy', 'Crime', 'Mystery', 'Thriller']"
Afterglow (1997),[],"['Drama', 'Romance']"
My Life in Pink (Ma vie en rose) (1997),"['Comedy', 'Drama']","['Comedy', 'Drama']"
Great Expectations (1998),['Comedy'],"['Drama', 'Romance']"
Vermin (1998),[],['Comedy']
3 Ninjas: High Noon On Mega Mountain (1998),[],"['Action', ""Children's""]"
Men of Means (1998),['Drama'],"['Action', 'Drama']"
"Midaq Alley (Callejón de los milagros, El) (1995)",['Drama'],['Drama']
Caught Up (1998),[],['Crime']
Arguing the World (1996),[],['Documentary']
Firestorm (1998),[],"['Action', 'Adventure', 'Thriller']"
Senseless (1998),[],['Comedy']
Wag the Dog (1997),"['Comedy', 'Crime']","['Comedy', 'Drama']"
Dark City (1998),[],"['Film-Noir', 'Sci-Fi', 'Thriller']"
"Leading Man, The (1996)",[],['Romance']
Star Kid (1997),"['Adventure', ""Children's"", 'Sci-Fi']","['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
Hard Rain (1998),"['Action', 'Thriller']","['Action', 'Thriller']"
Half Baked (1998),[],['Comedy']
Fallen (1998),[],"['Action', 'Mystery', 'Thriller']"
Shooting Fish (1997),['Drama'],['Romance']
"Prophecy II, The (1998)",[],['Horror']
Duoluo tianshi (1995),['Drama'],['Drama']
Dangerous Beauty (1998),['Drama'],['Drama']
Four Days in September (1997),['Drama'],['Drama']
Spice World (1997),[],"['Comedy', 'Musical']"
Deep Rising (1998),"['Action', 'Drama', 'Thriller']","['Action', 'Horror', 'Sci-Fi']"
Tainted (1998),[],"['Comedy', 'Thriller']"
"Letter From Death Row, A (1998)","['Crime', 'Drama']","['Crime', 'Drama']"
Music From Another Room (1998),"['Drama', 'Romance']","['Drama', 'Romance']"
Mat' i syn (1997),['Drama'],['Drama']
"Replacement Killers, The (1998)",[],"['Action', 'Thriller']"
B. Monkey (1998),[],"['Romance', 'Thriller']"
Night Flier (1997),[],['Horror']
Blues Brothers 2000 (1998),['Comedy'],"['Action', 'Comedy', 'Musical']"
Tokyo Fist (1995),['Drama'],"['Action', 'Drama']"
Mass Transit (1998),"['Comedy', 'Drama']","['Comedy', 'Drama']"
Ride (1998),['Drama'],['Drama']
"Wedding Singer, The (1998)",['Comedy'],"['Comedy', 'Romance']"
Sphere (1998),[],"['Adventure', 'Sci-Fi', 'Thriller']"
Ayn Rand: A Sense of Life (1997),['Documentary'],['Documentary']
"Further Gesture, A (1996)",[],['Drama']
Little City (1998),[],"['Comedy', 'Romance']"
Palmetto (1998),[],"['Film-Noir', 'Mystery', 'Thriller']"
As Good As It Gets (1997),"['Crime', 'Drama']","['Comedy', 'Drama']"
King of New York (1990),[],"['Action', 'Crime']"
"Paralyzing Fear: The Story of Polio in America, A (1998)",[],['Documentary']
Men With Guns (1997),"['Action', 'Drama']","['Action', 'Drama']"
"Sadness of Sex, The (1995)","['Comedy', 'Drama']",['Drama']
Twilight (1998),[],"['Crime', 'Drama']"
U.S. Marshalls (1998),[],"['Action', 'Thriller']"
Welcome to Woop-Woop (1997),"['Drama', 'War']",['Comedy']
Love and Death on Long Island (1997),['Comedy'],"['Comedy', 'Drama']"
"Callejón de los milagros, El (1995)",['Drama'],['Drama']
In God's Hands (1998),['Comedy'],"['Action', 'Drama']"
Everest (1998),[],['Documentary']
Hush (1998),[],['Thriller']
Suicide Kings (1997),['Crime'],"['Crime', 'Drama']"
"Man in the Iron Mask, The (1998)",['Action'],"['Action', 'Drama', 'Romance']"
"Newton Boys, The (1998)",['Drama'],"['Crime', 'Drama']"
Wild Things (1998),"['Crime', 'Drama']","['Crime', 'Drama', 'Mystery', 'Thriller']"
Paulie (1998),[],"['Adventure', ""Children's"", 'Comedy']"
"Cool Dry Place, A (1998)","['Comedy', 'Drama', 'Romance']",['Drama']
Hana-bi (1997),[],"['Comedy', 'Crime', 'Drama']"
Primary Colors (1998),['Drama'],['Drama']
"Niagara, Niagara (1997)",['Drama'],['Drama']
Wide Awake (1998),"[""Children's"", 'Comedy', 'Drama']","[""Children's"", 'Comedy', 'Drama']"
"Price Above Rubies, A (1998)",['Drama'],['Drama']
Eden (1997),['Drama'],['Drama']
Two Girls and a Guy (1997),['Drama'],"['Comedy', 'Drama']"
No Looking Back (1998),['Comedy'],"['Comedy', 'Drama', 'Romance']"
Storefront Hitchcock (1997),[],['Drama']
"Proposition, The (1998)",[],['Drama']
"Object of My Affection, The (1998)",['Comedy'],"['Comedy', 'Romance']"
Meet the Deedles (1998),['Comedy'],"[""Children's"", 'Comedy']"
Homegrown (1998),[],"['Comedy', 'Thriller']"
"Player's Club, The (1998)","['Comedy', 'Drama']","['Action', 'Drama']"
Barney's Great Adventure (1998),"[""Children's"", 'Comedy']","['Adventure', ""Children's""]"
"Big One, The (1997)",['Comedy'],"['Comedy', 'Documentary']"
Chinese Box (1997),[],"['Drama', 'Romance']"
Follow the Bitch (1998),[],['Comedy']
Lost in Space (1998),"['Adventure', 'Comedy']","['Action', 'Sci-Fi', 'Thriller']"
Heaven's Burning (1997),['Thriller'],"['Action', 'Drama']"
Mercury Rising (1998),"['Action', 'Drama', 'Thriller']","['Action', 'Drama', 'Thriller']"
"Spanish Prisoner, The (1997)",[],"['Drama', 'Thriller']"
City of Angels (1998),"['Drama', 'Romance']",['Romance']
"Last Days of Disco, The (1998)",[],['Drama']
"Odd Couple II, The (1998)",[],['Comedy']
My Giant (1998),['Comedy'],['Comedy']
He Got Game (1998),"['Comedy', 'Romance']",['Drama']
"Gingerbread Man, The (1998)",[],"['Drama', 'Thriller']"
Illtown (1996),[],"['Crime', 'Drama']"
Slappy and the Stinkers (1998),[],"[""Children's"", 'Comedy']"
Live Flesh (1997),['Drama'],['Drama']
Zero Effect (1998),"['Comedy', 'Drama', 'Thriller']","['Comedy', 'Thriller']"
Nil By Mouth (1997),['Drama'],['Drama']
Ratchet (1996),[],"['Drama', 'Thriller']"
"Borrowers, The (1997)",[],"['Adventure', ""Children's"", 'Comedy', 'Fantasy']"
Prince Valiant (1997),[],['Adventure']
"I Love You, Don't Touch Me! (1998)",['Romance'],"['Drama', 'Romance']"
Leather Jacket Love Story (1997),['Drama'],"['Drama', 'Romance']"
